X	e1g_0	e2g_0	e3g_0	p1g_1	p2g_1	p3g_1
EPHA2	975	94	165	1016	731	582
EPHA3	0	0	0	0	0	0
EPHA4	13	14	27	51	67	89
EPHA5	0	4	3	2	1	2
EPHA6	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0
EPHA8	0	0	0	3	16	8
EPHB1	0	0	0	0	0	0
EPHB2	119	7	4	169	85	61
EPHB3	18	11	27	50	45	36
EPHB4	315	91	159	582	293	233
EPHB6	11	1	0	46	17	8
EPHX1	23	3	3	54	21	19
EPHX2	1	0	0	1	0	0
EPHX3	0	0	0	1	2	1
EPHX4	0	0	0	0	0	0
EPM2A	2	0	0	1	3	3
EPM2AIP1	75	10	34	245	161	152
EPN1	440	123	291	656	545	560
EPN2	351	74	138	423	237	199
EPN3	8	1	0	8	2	3
EPO	0	0	0	0	0	0
EPOR	3	2	0	3	3	3
EPPIN	0	0	0	0	0	0
EPRS	702	122	147	952	1048	904
EPS15	185	16	50	314	210	158
EPS15L1	174	53	96	256	193	169
EPS8	298	25	42	577	321	295
EPS8L1	0	0	0	0	0	0
EPS8L2	185	26	33	302	149	136
EPS8L3	0	0	0	0	0	0
EPSTI1	3	0	2	3	4	2
EPX	0	0	0	0	0	0
EPYC	0	0	0	0	0	0
EQTN	0	0	0	0	1	0
ERAL1	72	7	21	92	87	61
ERAP1	52	19	36	184	137	108
ERAS	0	0	0	0	0	0
ERBB2	122	24	40	255	148	99
ERBB3	12	0	2	49	17	5
ERBB4	0	0	0	0	0	0
ERBIN	289	28	78	650	414	375
ERC1	78	10	45	132	101	86
ERC2	0	1	2	0	0	1
ERCC1	306	47	182	93	87	67
ERCC2	52	12	20	153	132	82
ERCC3	112	18	29	197	124	84
ERCC4	42	17	47	59	52	44
ERCC5	40	4	5	92	47	33
ERCC6	46	9	18	87	72	64
ERCC6L	51	4	6	20	23	15
ERCC6L2	53	10	15	74	57	60
ERCC8	22	5	14	26	37	31
EREG	1	0	0	1	0	0
ERF	206	35	90	306	246	234
ERG	0	0	0	0	0	0
ERGIC1	357	35	47	555	317	249
ERGIC2	112	44	94	145	129	110
ERGIC3	276	52	89	489	354	261
ERH	283	66	100	230	263	242
ERI1	146	2	20	144	106	70
ERI2	15	3	4	18	15	16
ERI3	128	47	61	158	109	91
ERICH1	25	3	2	34	27	25
ERICH2	0	2	3	1	0	1
ERICH3	0	0	0	0	0	1
ERICH4	0	0	0	0	0	0
ERICH5	0	0	0	2	0	0
ERICH6	0	0	0	0	0	1
ERICH6B	0	0	0	0	0	0
ERLEC1	59	8	48	81	76	68
ERLIN1	98	18	34	216	323	226
ERLIN2	126	24	25	301	154	132
ERMAP	0	0	0	8	10	0
ERMARD	61	14	13	111	80	42
ERMN	0	0	0	0	0	0
ERMP1	211	22	38	195	192	106
ERN1	100	13	40	317	312	267
ERN2	0	0	0	0	0	0
ERP27	0	0	0	0	0	0
ERP29	260	30	78	344	247	163
ERP44	133	70	93	250	189	184
ERRFI1	296	46	101	353	130	133
ESAM	1	0	0	0	0	0
ESCO1	31	8	13	53	63	45
ESCO2	56	5	11	26	39	25
ESD	731	47	51	838	692	523
ESF1	67	9	24	118	117	79
ESM1	19	32	68	61	67	55
ESPL1	190	24	44	91	94	69
ESPN	21	2	4	45	10	19
ESPNL	6	1	1	9	9	3
ESR1	25	0	5	26	23	17
ESR2	3	0	0	1	0	0
ESRP1	3	0	0	14	11	3
ESRP2	11	1	0	33	13	8
ESRRA	111	61	141	145	118	98
ESRRB	0	0	0	0	0	0
ESRRG	0	0	0	3	0	0
ESX1	0	0	0	0	0	0
ESYT1	295	67	147	549	361	270
ESYT2	707	62	131	799	582	459
ESYT3	0	7	7	27	22	28
ETAA1	24	4	4	17	23	12
ETF1	347	66	128	432	409	454
ETFA	236	57	116	225	212	186
ETFB	101	29	38	107	110	114
ETFBKMT	18	2	8	40	28	27
ETFDH	40	9	32	117	52	48
ETHE1	39	4	0	58	32	22
ETNK1	345	37	63	760	419	258
ETNK2	0	1	0	0	0	0
ETNPPL	0	0	0	0	0	0
ETS1	368	18	64	331	249	220
ETS2	50	12	32	234	255	212
ETV1	139	59	117	551	201	126
ETV2	0	0	0	0	1	0
ETV3	51	6	16	126	83	68
ETV4	424	72	139	336	190	163
ETV5	204	16	39	272	129	101
ETV6	89	15	26	262	140	106
EVA1A	0	0	1	1	0	1
EVA1B	16	4	4	27	15	9
EVA1C	48	2	4	86	38	30
EVC	36	5	8	80	42	27
EVC2	81	8	10	142	68	57
EVI2A	42	5	6	18	10	20
EVI2B	4	0	0	0	1	0
EVI5	88	13	21	192	140	124
EVI5L	55	26	71	54	62	51
EVL	18	38	58	5	3	12
EVPL	22	1	5	45	17	9
EVX1	0	0	0	0	0	0
EVX2	0	0	0	0	0	0
EWSR1	1121	232	483	1211	900	1115
EXD1	0	0	0	10	2	0
EXD2	63	5	49	130	79	74
EXO1	68	2	5	22	39	21
EXO5	33	3	3	37	26	19
EXOC1	90	19	36	120	101	105
EXOC2	153	24	69	240	211	175
EXOC3	84	27	27	147	111	87
EXOC3L2	7	2	4	1	2	4
EXOC3L4	48	6	4	24	13	13
EXOC4	76	26	64	110	83	67
EXOC5	97	15	51	169	139	138
EXOC6	23	0	4	31	13	19
EXOC6B	62	10	32	118	78	49
EXOC7	173	39	59	239	146	129
EXOC8	20	7	26	43	37	29
EXOG	11	5	4	30	40	31
EXOSC1	43	9	13	83	80	66
EXOSC10	219	20	29	334	199	188
EXOSC2	57	7	10	60	74	42
EXOSC3	67	5	17	59	53	46
EXOSC4	74	14	27	100	91	73
EXOSC5	58	4	4	106	91	64
EXOSC6	0	0	0	0	0	0
EXOSC7	112	29	35	120	134	113
EXOSC8	127	11	15	105	101	78
EXOSC9	71	13	22	119	105	106
EXPH5	0	0	0	0	1	0
EXT1	196	83	162	558	291	353
EXT2	295	91	126	536	311	249
EXTL1	0	1	1	2	0	0
EXTL2	37	0	7	79	32	38
EXTL3	255	64	140	544	275	263
EYA1	37	3	8	106	76	65
EYA2	129	35	85	39	18	34
EYA3	106	17	27	203	212	133
EYA4	0	0	0	0	0	0
EZH1	61	19	20	234	156	107
EZH2	228	84	184	124	181	176
EZR	1022	210	386	2119	1153	1131
F10	0	0	0	0	0	0
F11	0	0	0	0	0	0
F11R	239	26	35	655	575	378
F12	0	0	0	0	0	0
F13A1	3	0	1	12	4	0
F13B	0	0	0	0	0	0
F2	0	0	0	1	1	0
F2R	454	40	66	564	326	331
F2RL1	28	7	25	40	9	8
F2RL2	0	0	0	0	0	0
F2RL3	0	0	0	0	0	1
F3	3	5	6	17	20	13
F5	6	0	0	66	12	4
F7	0	0	0	0	0	1
F8	0	0	0	2	0	1
F9	0	0	0	0	0	0
FA2H	0	0	1	0	2	1
FAAH	40	3	4	208	72	20
FAAP100	45	9	9	52	35	36
FAAP20	25	8	9	52	31	30
FAAP24	14	1	2	12	15	9
FABP1	0	0	0	0	0	0
FABP12	0	0	0	0	0	0
FABP2	0	0	0	0	0	0
FABP3	0	0	0	1	0	0
FABP4	57	54	70	23	23	40
FABP5	84	2	6	24	51	36
FABP6	0	0	0	0	0	0
FABP7	0	0	0	0	0	0
FABP9	0	0	0	0	0	0
FADD	21	2	4	21	27	19
FADS1	289	54	119	212	172	143
FADS2	284	71	190	102	90	89
FADS3	125	43	95	80	80	64
FADS6	0	0	0	1	2	0
FAF1	126	35	49	226	167	131
FAF2	170	39	71	262	180	131
FAH	135	7	8	116	29	27
FAHD1	15	3	9	20	24	9
FAHD2A	32	7	18	25	18	19
FAIM	24	1	10	45	30	36
FAIM2	0	0	0	0	0	0
FAM102A	17	2	12	38	25	14
FAM102B	380	37	51	813	376	307
FAM103A1	44	1	3	74	60	49
FAM104A	80	11	23	144	118	92
FAM105A	0	0	0	2	1	1
FAM107A	1	0	0	0	0	0
FAM107B	240	19	22	434	211	148
FAM109A	32	4	12	70	39	37
FAM109B	0	1	0	1	1	2
FAM110A	96	6	28	84	50	29
FAM110B	1	0	0	1	0	2
FAM110C	59	10	26	36	30	20
FAM111A	38	3	9	24	29	18
FAM114A1	98	11	10	126	77	41
FAM114A2	145	11	39	163	177	124
FAM117A	21	2	3	49	32	20
FAM117B	54	7	18	163	82	63
FAM118A	27	6	15	78	51	42
FAM118B	28	16	19	78	77	46
FAM120A	883	187	480	1061	900	758
FAM120B	75	10	14	220	122	89
FAM120C	5	0	2	25	30	21
FAM122A	10	6	6	33	21	16
FAM122B	16	4	8	29	18	17
FAM122C	0	0	0	0	0	0
FAM124A	1	0	0	0	0	0
FAM124B	0	0	0	0	0	0
FAM126A	89	20	43	146	159	111
FAM126B	26	4	7	63	37	37
FAM129A	162	22	24	415	527	338
FAM129B	1157	315	640	1570	1068	879
FAM129C	11	4	1	45	35	28
FAM131A	16	1	3	42	17	9
FAM131B	13	2	5	17	16	10
FAM131C	9	0	4	10	10	8
FAM132A	19	2	2	31	34	20
FAM133B	56	11	23	69	49	52
FAM134A	303	59	90	574	356	231
FAM134B	72	5	16	81	75	52
FAM134C	124	27	31	200	168	135
FAM135A	60	16	44	154	109	144
FAM135B	0	0	0	0	0	0
FAM136A	78	9	18	89	125	82
FAM13A	3	0	1	4	5	2
FAM13B	53	20	48	91	60	42
FAM13C	0	0	0	8	5	3
FAM149A	70	6	11	103	62	38
FAM150A	0	0	0	0	0	0
FAM150B	0	0	0	0	0	0
FAM151A	0	0	0	0	0	0
FAM151B	3	1	0	2	3	2
FAM155A	0	0	0	0	0	0
FAM159A	0	0	0	0	0	0
FAM159B	0	0	0	0	0	0
FAM160A1	41	7	22	79	50	21
FAM160A2	120	46	119	156	175	144
FAM160B1	92	9	24	194	123	103
FAM160B2	94	14	36	154	100	58
FAM161A	5	1	0	5	4	2
FAM161B	3	0	0	4	8	1
FAM162A	244	48	133	192	154	114
FAM162B	0	0	0	0	0	0
FAM163A	0	0	0	0	0	0
FAM163B	0	0	0	0	0	0
FAM166A	0	0	0	1	1	1
FAM166B	1	0	0	1	0	0
FAM167A	11	3	7	28	7	13
FAM167B	0	0	0	0	0	0
FAM168A	147	23	60	301	182	132
FAM168B	589	77	113	1021	771	598
FAM169A	5	0	1	6	10	6
FAM169B	0	0	0	0	2	0
FAM170A	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
FAM171A1	91	8	8	84	67	51
FAM171A2	36	6	7	109	61	33
FAM171B	0	1	3	5	17	17
FAM172A	54	5	19	57	44	37
FAM173A	65	17	14	72	44	32
FAM173B	51	2	3	81	57	25
FAM174A	39	14	27	98	67	55
FAM174B	0	0	0	0	0	0
FAM175A	26	3	2	40	42	44
FAM175B	46	22	28	105	77	69
FAM178B	0	0	0	0	0	0
FAM179A	8	0	0	19	6	0
FAM179B	119	23	56	185	157	133
FAM180A	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0
FAM181B	0	0	0	0	0	0
FAM184A	0	0	0	0	0	0
FAM184B	0	0	0	0	0	0
FAM185A	26	2	3	42	47	51
FAM186A	0	0	0	0	0	0
FAM186B	0	0	0	0	0	1
FAM187A	0	0	0	0	0	0
FAM187B	0	0	0	0	0	0
FAM188A	73	28	67	132	79	84
FAM188B	17	2	7	27	12	15
FAM189A1	0	0	0	1	0	0
FAM189A2	0	2	0	1	0	0
FAM189B	25	18	37	21	7	8
FAM192A	114	12	37	145	127	107
FAM193A	135	71	125	195	189	189
FAM193B	161	97	187	400	269	212
FAM196A	0	0	0	0	0	0
FAM196B	0	0	0	0	0	0
FAM198A	0	0	0	0	0	0
FAM198B	0	0	0	0	0	0
FAM199X	32	4	11	89	66	50
FAM19A1	0	0	0	0	0	0
FAM19A2	0	0	0	0	1	1
FAM19A3	0	0	0	1	0	0
FAM19A4	0	0	0	0	0	0
FAM19A5	0	0	1	0	1	2
FAM204A	31	0	5	40	44	28
FAM205C	0	0	0	0	0	0
FAM206A	30	5	7	75	57	41
FAM207A	95	11	14	137	112	75
FAM208A	41	7	24	81	63	42
FAM208B	54	4	17	175	147	118
FAM20A	0	0	0	0	0	0
FAM20B	164	20	32	218	143	125
FAM20C	1	6	11	7	4	3
FAM210A	73	2	14	135	100	80
FAM210B	57	4	9	84	49	33
FAM212A	0	0	0	0	4	0
FAM212B	0	0	0	3	1	0
FAM213A	174	13	13	235	126	60
FAM213B	0	0	0	0	0	0
FAM214A	7	2	10	22	10	9
FAM214B	58	23	62	85	54	42
FAM216A	130	12	15	178	115	100
FAM216B	0	0	0	0	0	0
FAM217A	0	0	0	1	0	0
FAM217B	0	0	0	0	0	0
FAM219A	14	3	15	28	8	22
FAM219B	49	2	11	54	37	21
FAM220A	41	5	6	90	76	49
FAM221A	8	0	3	16	14	11
FAM221B	0	0	7	1	1	0
FAM222A	0	0	0	0	1	0
FAM222B	66	10	44	105	72	65
FAM227A	6	1	1	9	8	6
FAM227B	0	0	0	0	0	1
FAM228A	0	0	0	0	0	0
FAM228B	0	0	0	0	0	0
FAM229A	1	2	4	0	0	1
FAM229B	3	0	4	1	4	1
FAM234A	100	15	22	295	160	120
FAM234B	56	7	11	70	60	42
FAM24A	0	0	0	0	0	0
FAM25C	0	0	1	2	1	3
FAM26D	0	1	0	0	0	0
FAM26E	0	0	0	0	1	0
FAM26F	0	0	0	0	0	0
FAM32A	94	28	54	196	132	101
FAM35A	10	1	6	14	9	12
FAM3A	33	10	23	104	59	50
FAM3B	0	0	0	0	0	0
FAM3C	88	16	18	294	128	95
FAM43A	1	6	4	13	1	1
FAM43B	0	0	0	0	0	0
FAM45A	39	9	10	64	46	59
FAM46A	8	2	27	14	15	11
FAM46B	14	1	2	14	13	15
FAM46C	1	0	0	2	2	0
FAM46D	0	0	0	0	0	1
FAM47C	0	0	0	0	0	0
FAM47E	0	0	0	0	0	0
FAM49A	1	0	0	2	1	1
FAM49B	499	89	166	419	358	317
FAM50A	116	40	78	166	123	148
FAM50B	0	0	0	0	0	0
FAM53A	69	18	26	138	115	99
FAM53B	21	3	7	39	24	24
FAM53C	107	21	54	222	142	110
FAM57A	36	2	12	21	28	12
FAM57B	2	0	1	0	0	0
FAM60A	89	19	44	189	231	198
FAM63A	63	9	17	146	84	57
FAM63B	117	9	61	237	126	120
FAM64A	368	19	53	43	79	55
FAM65A	129	26	58	296	190	164
FAM65B	3	0	0	0	3	1
FAM65C	25	1	2	38	11	14
FAM69A	51	7	12	69	32	35
FAM69B	47	5	12	57	52	38
FAM69C	0	0	0	0	0	0
FAM71A	0	0	0	0	0	0
FAM71B	0	0	0	0	0	0
FAM71D	0	0	0	0	0	0
FAM71E1	2	0	0	2	0	2
FAM71E2	0	0	0	0	0	0
FAM71F1	7	2	0	2	3	3
FAM71F2	3	0	1	4	1	1
FAM72A	7	1	4	6	2	3
FAM76A	67	11	17	126	97	67
FAM76B	223	32	58	398	329	242
FAM78A	0	0	1	0	0	0
FAM78B	0	0	0	0	0	1
FAM81A	0	0	0	0	0	0
FAM81B	0	0	0	0	0	0
FAM83A	3	1	0	20	5	5
FAM83B	0	0	0	0	1	0
FAM83C	0	0	0	0	0	1
FAM83D	121	10	30	40	31	31
FAM83E	0	0	0	0	1	0
FAM83F	11	1	2	18	18	5
FAM83G	1	0	0	0	0	0
FAM83H	131	14	18	218	139	131
FAM84A	0	0	0	0	0	0
FAM84B	31	2	4	74	93	94
FAM89A	8	0	0	2	4	3
FAM89B	77	17	37	131	64	54
FAM8A1	86	10	39	247	151	120
FAM91A1	564	57	113	1088	747	570
FAM92A	4	5	13	1	4	3
FAM92B	0	0	0	0	0	0
FAM96A	114	18	52	137	97	76
FAM96B	102	20	24	125	100	76
FAM98A	93	33	43	178	146	209
FAM98B	101	20	28	127	102	107
FAM98C	23	6	9	49	24	21
FAN1	7	1	5	17	18	12
FANCA	68	3	11	15	27	16
FANCB	16	3	0	4	12	5
FANCC	12	0	0	18	12	3
FANCD2	75	14	24	28	51	35
FANCD2OS	0	0	0	0	0	0
FANCE	80	10	12	149	113	67
FANCF	16	0	0	18	13	5
FANCG	39	1	4	34	35	12
FANCI	59	12	28	16	24	20
FANCL	31	4	6	31	21	19
FANCM	37	4	4	45	48	26
FANK1	0	2	0	1	0	0
FAP	0	0	0	5	8	4
FAR1	240	37	96	392	299	241
FAR2	0	1	0	5	4	1
FARP1	281	54	77	348	240	256
FARP2	15	2	8	32	23	16
FARS2	45	9	12	67	48	23
FARSA	170	46	68	304	217	205
FARSB	139	19	26	222	240	175
FAS	6	1	1	42	10	8
FASN	3004	187	364	1166	909	1061
FASTK	228	83	107	212	183	138
FASTKD1	28	6	4	50	40	40
FASTKD2	50	2	5	53	68	43
FASTKD3	11	1	4	31	19	11
FASTKD5	20	3	2	30	32	19
FAT1	498	70	155	890	573	669
FAT2	0	0	0	0	0	0
FAT3	0	0	0	0	0	0
FAT4	2	0	1	0	0	1
FATE1	0	0	0	0	0	0
FAU	170	11	20	188	268	144
FAXC	24	2	0	84	51	42
FBF1	280	44	53	433	239	178
FBL	397	24	19	462	573	398
FBLIM1	179	26	14	229	102	81
FBLL1	0	0	0	0	0	0
FBLN1	155	211	370	62	44	48
FBLN2	888	230	378	997	1023	914
FBLN5	0	0	0	0	0	0
FBLN7	0	0	0	0	0	0
FBN1	11	15	30	9	14	19
FBN2	0	0	0	0	0	0
FBP1	0	0	0	0	0	0
FBP2	0	0	0	0	0	0
FBRS	139	49	131	269	239	162
FBRSL1	76	23	40	164	124	113
FBXL12	52	11	12	108	74	64
FBXL13	2	1	1	0	1	0
FBXL14	213	78	187	212	184	154
FBXL15	27	10	10	73	25	22
FBXL16	0	0	0	2	0	1
FBXL17	40	6	35	97	65	42
FBXL18	50	10	10	134	107	87
FBXL19	125	42	82	142	120	70
FBXL2	19	4	3	56	41	32
FBXL20	126	17	25	562	308	210
FBXL22	0	1	1	0	3	0
FBXL3	95	13	34	215	165	133
FBXL4	42	11	27	57	41	26
FBXL5	185	53	78	322	185	136
FBXL6	71	16	21	106	88	50
FBXL7	0	0	0	0	0	0
FBXL8	31	4	3	29	15	20
FBXO10	33	10	6	70	39	39
FBXO11	179	53	134	367	252	219
FBXO15	0	0	0	0	0	0
FBXO16	0	0	0	0	0	0
FBXO17	18	3	2	31	20	26
FBXO18	215	56	99	334	202	159
FBXO2	66	6	8	78	46	51
FBXO21	89	9	11	136	64	64
FBXO22	69	12	14	84	58	49
FBXO24	1	0	1	5	1	2
FBXO25	60	5	7	84	52	32
FBXO27	1	2	3	2	1	2
FBXO28	165	19	36	274	201	148
FBXO3	136	24	33	233	172	140
FBXO30	35	3	13	57	54	48
FBXO31	84	9	34	164	98	67
FBXO32	40	5	5	212	103	51
FBXO33	28	13	25	64	46	61
FBXO34	48	5	9	62	57	43
FBXO36	10	2	0	22	22	9
FBXO38	135	13	51	226	144	106
FBXO39	0	0	0	0	2	0
FBXO4	47	4	7	68	35	18
FBXO40	0	0	0	0	0	0
FBXO41	5	1	3	1	0	1
FBXO42	75	11	20	150	103	96
FBXO43	1	0	0	1	0	0
FBXO44	18	8	8	66	28	28
FBXO45	38	4	14	58	46	37
FBXO46	24	8	8	53	47	23
FBXO47	1	0	0	0	1	0
FBXO48	8	0	1	5	9	1
FBXO5	79	6	17	18	44	29
FBXO6	60	6	6	92	40	38
FBXO7	58	6	17	110	72	63
FBXO8	48	12	24	81	52	76
FBXO9	26	7	22	58	31	33
FBXW10	1	0	0	0	4	3
FBXW11	328	38	92	512	385	305
FBXW2	156	40	96	245	205	154
FBXW4	58	16	20	91	48	47
FBXW5	156	33	59	254	139	102
FBXW7	29	17	36	59	44	42
FBXW8	235	16	46	320	220	175
FBXW9	45	10	18	73	45	32
FCAMR	0	0	0	0	0	0
FCER1A	0	0	0	0	0	0
FCER1G	0	0	0	0	0	0
FCF1	139	29	43	131	118	106
FCGBP	0	1	0	0	0	0
FCGR2B	11	4	3	8	5	6
FCGRT	10	10	14	97	38	27
FCHO1	0	1	0	3	0	3
FCHO2	105	14	27	207	140	109
FCHSD1	36	10	27	91	56	34
FCHSD2	34	8	40	57	33	34
FCMR	1	0	0	0	0	0
FCRL1	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0
FCRLB	0	0	0	0	0	0
FDFT1	336	29	71	176	151	215
FDPS	682	195	434	150	125	185
FDX1	36	8	3	40	32	29
FDXACB1	4	2	4	8	10	6
FDXR	44	9	13	45	32	25
FECH	99	18	22	164	104	97
FEM1A	53	6	16	135	85	93
FEM1B	180	36	79	323	239	179
FEM1C	64	11	28	110	64	75
FEN1	135	22	23	56	85	72
FER	41	7	9	64	50	35
FER1L5	4	1	2	16	13	11
FER1L6	9	0	1	0	1	1
FERD3L	0	0	0	0	0	0
FERMT1	10	1	2	8	3	6
FERMT2	299	22	78	413	341	296
FERMT3	1	2	3	8	7	3
FES	60	5	6	132	67	61
FETUB	2	0	0	0	0	0
FEV	0	0	0	0	0	0
FEZ1	0	0	0	0	0	0
FEZ2	211	32	61	211	141	102
FEZF1	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0
FFAR1	0	0	0	0	0	0
FFAR2	0	0	0	0	0	0
FFAR3	0	0	0	0	0	0
FFAR4	0	0	0	0	0	0
FGA	0	0	0	0	0	0
FGB	0	0	0	0	0	0
FGD1	85	58	89	151	96	76
FGD2	1	0	0	1	1	0
FGD3	30	4	4	112	94	104
FGD4	1	0	1	10	4	4
FGD5	0	0	0	0	1	1
FGD6	75	4	9	149	84	39
FGF1	3	2	6	14	5	4
FGF10	0	0	0	0	0	0
FGF11	2	3	4	14	8	5
FGF12	0	0	0	0	0	0
FGF13	0	0	0	0	0	0
FGF14	0	0	0	0	0	0
FGF16	0	0	0	0	0	0
FGF17	0	0	0	0	0	1
FGF18	0	0	0	0	1	0
FGF2	4	7	15	9	19	11
FGF20	0	0	0	0	0	0
FGF21	0	0	0	0	2	0
FGF22	1	0	1	1	1	1
FGF23	0	0	0	0	0	0
FGF3	0	0	0	0	0	0
FGF4	0	0	0	0	0	0
FGF5	0	0	0	0	0	0
FGF6	0	0	0	0	0	0
FGF7	1	0	5	4	7	1
FGF8	0	0	0	0	0	0
FGF9	2	5	15	6	5	12
FGFBP1	44	10	6	27	14	4
FGFBP3	1	2	0	2	2	0
FGFR1	52	29	37	303	104	88
FGFR1OP	137	18	20	221	170	104
FGFR1OP2	159	13	25	171	144	108
FGFR2	202	11	31	901	240	232
FGFR3	14	3	4	35	19	9
FGFR4	0	0	0	1	1	0
FGFRL1	63	12	13	224	116	116
FGG	0	0	0	0	0	0
FGGY	63	7	13	63	29	28
FGL1	0	0	1	0	0	0
FGL2	0	0	0	0	0	0
FGR	1	0	0	0	0	0
FHAD1	0	0	0	0	0	0
FHDC1	38	6	19	69	46	42
FHIT	0	0	0	0	0	0
FHL1	1	1	2	0	0	0
FHL2	158	16	20	198	153	164
FHL3	166	18	32	120	76	80
FHL5	0	0	0	0	0	0
FHOD1	230	33	73	270	126	107
FHOD3	9	0	1	12	3	2
FIBCD1	0	0	0	0	0	0
FIBIN	0	0	0	0	0	0
FIBP	96	48	52	142	84	77
FICD	6	2	4	37	21	6
FIG4	50	3	13	88	66	46
FIGLA	0	0	0	0	0	0
FIGN	0	0	0	0	0	0
FIGNL1	90	5	17	28	37	21
FILIP1	1	0	1	0	0	3
FILIP1L	54	13	50	187	101	94
FIP1L1	598	174	312	626	417	374
FIS1	137	33	61	202	149	113
FITM1	0	0	0	1	1	2
FITM2	25	4	4	65	53	39
FIZ1	72	7	7	122	83	51
FJX1	4	1	1	2	3	1
FKBP10	59	59	83	44	40	60
FKBP11	105	9	11	81	87	61
FKBP14	24	5	14	77	32	31
FKBP15	86	17	31	148	113	79
FKBP1A	547	106	209	548	415	376
FKBP1B	16	3	7	25	9	20
FKBP2	103	30	42	102	78	62
FKBP3	218	34	72	218	216	187
FKBP4	534	135	234	722	677	637
FKBP5	265	21	26	319	227	143
FKBP6	0	0	0	0	0	0
FKBP7	31	2	8	51	51	34
FKBP8	473	130	239	538	422	352
FKBP9	289	27	34	455	315	238
FKBPL	11	5	3	17	6	9
FKRP	40	7	6	89	56	20
FKTN	33	2	5	94	68	55
FLAD1	38	11	25	54	39	35
FLCN	106	17	26	319	304	226
FLG	0	0	1	0	0	0
FLG2	0	0	0	0	0	0
FLI1	1	0	0	0	0	0
FLII	652	105	179	1116	556	459
FLNA	2569	793	1543	3984	2511	2141
FLNB	835	99	199	2047	1163	850
FLNC	901	78	175	1233	876	799
FLOT1	284	101	171	527	204	183
FLOT2	242	25	62	602	330	219
FLRT1	0	0	2	1	2	0
FLRT2	7	3	31	24	25	9
FLRT3	47	11	37	105	59	68
FLT1	243	30	47	663	345	283
FLT3	0	0	0	1	0	0
FLT4	0	0	0	0	0	0
FLYWCH1	91	8	18	158	95	73
FLYWCH2	30	5	4	53	47	35
FMC1	28	2	2	22	25	21
FMN1	95	9	21	132	67	47
FMN2	0	0	0	0	0	0
FMNL1	406	16	4	363	140	59
FMNL2	164	10	33	207	148	87
FMNL3	285	86	173	289	147	143
FMO1	0	0	0	5	0	0
FMO2	0	0	0	0	0	0
FMO3	0	0	0	0	0	0
FMO4	0	0	0	1	0	0
FMO5	1	0	0	0	0	1
FMOD	9	11	14	16	19	39
FMR1	127	38	116	227	156	180
FMR1NB	0	0	0	0	0	0
FN1	7219	3212	6229	27176	16263	14521
FN3K	0	0	0	2	2	1
FN3KRP	40	2	4	39	34	35
FNBP1	135	21	31	320	161	108
FNBP1L	144	25	39	188	154	134
FNBP4	226	42	74	349	327	287
FNDC1	0	0	0	0	0	0
FNDC10	8	1	0	15	8	5
FNDC3A	452	97	174	1638	785	613
FNDC3B	250	42	158	947	458	396
FNDC4	70	24	34	87	72	35
FNDC5	2	0	0	1	3	1
FNDC7	0	0	0	1	0	0
FNDC8	0	0	0	0	1	0
FNDC9	0	0	0	0	0	0
FNIP1	101	19	41	288	287	222
FNIP2	39	5	17	112	113	112
FNTA	112	11	18	189	133	90
FNTB	116	28	100	117	88	69
FOCAD	72	5	5	69	61	35
FOLH1	0	0	0	0	0	0
FOLR1	0	0	0	0	1	0
FOLR2	0	0	0	1	0	0
FOPNL	83	11	37	79	72	39
FOS	17	3	11	188	150	218
FOSB	40	16	74	79	70	60
FOSL1	686	111	247	426	333	271
FOSL2	117	35	73	1238	708	603
FOXA1	18	2	21	14	5	11
FOXA2	4	5	24	6	8	8
FOXA3	0	0	0	0	2	1
FOXB1	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0
FOXC1	63	11	12	169	106	116
FOXC2	61	3	8	63	45	46
FOXD1	0	0	0	1	0	0
FOXD2	2	1	2	1	2	1
FOXD3	0	0	0	0	0	0
FOXD4	1	0	0	0	0	0
FOXE1	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0
FOXF1	14	3	2	27	21	9
FOXF2	0	0	0	0	0	0
FOXG1	0	0	0	0	0	0
FOXH1	0	0	0	0	1	0
FOXI1	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0
FOXI3	0	0	0	0	0	0
FOXJ1	4	0	0	0	1	0
FOXJ2	72	16	52	129	81	76
FOXJ3	134	15	43	228	205	212
FOXK1	151	17	30	328	268	205
FOXK2	255	87	156	368	331	304
FOXL1	11	0	5	9	6	9
FOXL2	0	0	0	0	0	0
FOXM1	389	30	69	132	184	146
FOXN1	10	1	7	0	0	1
FOXN2	90	9	13	143	91	101
FOXN3	20	4	21	73	58	30
FOXN4	0	0	0	0	0	0
FOXO1	43	24	43	145	74	61
FOXO3	122	19	58	267	191	147
FOXO4	75	19	50	184	79	47
FOXO6	1	0	1	0	2	0
FOXP1	113	25	82	188	134	133
FOXP2	2	1	3	2	3	1
FOXP3	0	0	1	4	3	0
FOXP4	266	46	94	348	234	165
FOXQ1	30	30	55	53	27	29
